Autophagy_related_gene_symbol	ID	Correlation_coefficient	P-value	Host_gene of circRNA	CircRNA_chromosomal_position (hg19)	Mean_expression	Log2FoldChange	FDR	Change	circbaseID
PRKCQ	circ_85070	0.303840576	0.000213713	RPAP2	chr1:92798947-92846430	2.229976246	-1.60120309	3.71E-05	Down	hsa_circ_0000091
CASP1	circ_85070	0.309946069	0.000156533	RPAP2	chr1:92798947-92846430	2.229976246	-1.60120309	3.71E-05	Down	hsa_circ_0000091
HSPB8	circ_85070	0.432721391	6.08E-08	RPAP2	chr1:92798947-92846430	2.229976246	-1.60120309	3.71E-05	Down	hsa_circ_0000091
ITGA3	circ_85070	0.329340483	5.56E-05	RPAP2	chr1:92798947-92846430	2.229976246	-1.60120309	3.71E-05	Down	hsa_circ_0000091
BID	circ_85070	0.317492514	0.000105527	RPAP2	chr1:92798947-92846430	2.229976246	-1.60120309	3.71E-05	Down	hsa_circ_0000091
VAMP3	circ_47961	0.388112692	1.54E-06	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
SH3GLB1	circ_47961	0.328264535	5.90E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
ARNT	circ_47961	0.301361505	0.000242048	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
NCKAP1	circ_47961	0.319108944	9.68E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
TP63	circ_47961	0.334432819	4.19E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
RHEB	circ_47961	0.342956454	2.58E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
ITGB1	circ_47961	0.342819326	2.60E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
CASP1	circ_47961	0.372748068	4.21E-06	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
DRAM1	circ_47961	0.386659259	1.69E-06	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
HSPB8	circ_47961	0.420596196	1.53E-07	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
CAMKK2	circ_47961	-0.337007986	3.62E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
FOXO1	circ_47961	0.338078065	3.41E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
CX3CL1	circ_47961	0.309914286	0.000156789	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
ITGA3	circ_47961	0.324435863	7.27E-05	TRIM33	chr1:115005725-115007010	1.257503116	-1.367992827	0.001061908	Down	hsa_circ_0004127
ATG5	circ_158786	0.331114354	5.04E-05	ASH1L	chr1:155408117-155408859	2.404096842	-1.058939371	2.30E-08	Down	hsa_circ_0000137
GOPC	circ_158786	0.310857868	0.000149333	ASH1L	chr1:155408117-155408859	2.404096842	-1.058939371	2.30E-08	Down	hsa_circ_0000137
KIF5B	circ_158786	0.340228151	3.02E-05	ASH1L	chr1:155408117-155408859	2.404096842	-1.058939371	2.30E-08	Down	hsa_circ_0000137
ITGB1	circ_158786	0.319240771	9.62E-05	ASH1L	chr1:155408117-155408859	2.404096842	-1.058939371	2.30E-08	Down	hsa_circ_0000137
PRKAR1A	circ_158786	0.306539872	0.000186384	ASH1L	chr1:155408117-155408859	2.404096842	-1.058939371	2.30E-08	Down	hsa_circ_0000137
ATG4C	circ_85523	0.425676017	1.04E-07	SWT1	chr1:185183638-185200840	1.253371341	-1.897837412	0.021909761	Down	hsa_circ_0004689
CHMP2B	circ_85523	0.326246511	6.59E-05	SWT1	chr1:185183638-185200840	1.253371341	-1.897837412	0.021909761	Down	hsa_circ_0004689
RAC1	circ_85523	0.306075487	0.000190842	SWT1	chr1:185183638-185200840	1.253371341	-1.897837412	0.021909761	Down	hsa_circ_0004689
MBTPS2	circ_85523	0.303845113	0.000213664	SWT1	chr1:185183638-185200840	1.253371341	-1.897837412	0.021909761	Down	hsa_circ_0004689
BNIP3	circ_85523	0.387354448	1.62E-06	SWT1	chr1:185183638-185200840	1.253371341	-1.897837412	0.021909761	Down	hsa_circ_0004689
VAMP3	circ_106027	-0.331290572	4.99E-05	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
CCR2	circ_106027	-0.317685664	0.000104453	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
TP63	circ_106027	-0.303005318	0.000222896	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
ATG5	circ_106027	-0.39807708	7.77E-07	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
GOPC	circ_106027	-0.376829268	3.23E-06	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
PEX3	circ_106027	-0.391746066	1.20E-06	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
RHEB	circ_106027	-0.338589725	3.31E-05	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
CTSB	circ_106027	-0.304821233	0.00020338	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
BNIP3L	circ_106027	-0.365837033	6.51E-06	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
CTSL	circ_106027	-0.308149214	0.000171675	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
CASP1	circ_106027	-0.400854	6.40E-07	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
TBK1	circ_106027	-0.316895869	0.000108911	C1orf116	chr1:207200838-207201024	1.971855874	5.687128469	8.98E-06	Up	NA
VAMP3	circ_87112	0.321378877	8.58E-05	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
SQSTM1	circ_87112	0.306247755	0.000189177	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
ATG5	circ_87112	0.317760685	0.000104039	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
PRKN	circ_87112	0.435437466	4.91E-08	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
DRAM1	circ_87112	0.394752333	9.78E-07	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
CAMKK2	circ_87112	-0.308448295	0.000169064	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
CALCOCO2	circ_87112	0.327965512	6.00E-05	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
PRKAR1A	circ_87112	0.371974122	4.42E-06	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
NPC1	circ_87112	0.365108163	6.81E-06	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
FKBP1A	circ_87112	0.371917798	4.44E-06	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
ST13	circ_87112	0.324166453	7.38E-05	LPGAT1	chr1:211952259-211966532	1.111283155	-1.509244286	0.002832516	Down	hsa_circ_0002274
DIRAS3	circ_64346	0.437439122	4.20E-08	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
SH3GLB1	circ_64346	0.304187266	0.000210006	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
CFLAR	circ_64346	0.315069702	0.000119906	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
CTSB	circ_64346	0.476209714	1.61E-09	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
PRKCQ	circ_64346	0.328103462	5.95E-05	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
UVRAG	circ_64346	0.338145444	3.40E-05	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
CASP1	circ_64346	0.374551321	3.75E-06	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
DRAM1	circ_64346	0.355399963	1.24E-05	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
HSPB8	circ_64346	0.499962106	1.77E-10	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
FOXO1	circ_64346	0.382159332	2.28E-06	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
ZFYVE1	circ_64346	0.316251098	0.000112681	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
SERPINA1	circ_64346	0.399713287	6.93E-07	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
DAPK2	circ_64346	0.30718204	0.00018038	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
MAPK3	circ_64346	0.306495215	0.000186809	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
CX3CL1	circ_64346	0.416523602	2.07E-07	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
ITGA3	circ_64346	0.37735988	3.13E-06	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
ITGB4	circ_64346	0.414367851	2.43E-07	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
BCL2	circ_64346	0.34133509	2.83E-05	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
RGS19	circ_64346	0.303943154	0.00021261	GLIS3	chr9:4286037-4286523	0.857212958	-3.080910112	1.87E-08	Down	hsa_circ_0002874
DIRAS3	circ_138719	0.318980049	9.75E-05	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
CFLAR	circ_138719	0.325787617	6.76E-05	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
TP63	circ_138719	0.317297928	0.00010662	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
CTSB	circ_138719	0.318776632	9.86E-05	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
DLC1	circ_138719	0.492780309	3.52E-10	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
HSPB8	circ_138719	0.529712257	8.68E-12	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
FOXO1	circ_138719	0.423499945	1.23E-07	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
CX3CL1	circ_138719	0.369339725	5.22E-06	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
TP53INP2	circ_138719	0.413965934	2.50E-07	BNC2	chr9:16435552-16437522	0.667717521	-3.050757256	1.52E-06	Down	hsa_circ_0086414
VAMP3	circ_77923	0.326082048	6.65E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
DIRAS3	circ_77923	0.382654921	2.21E-06	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
SH3GLB1	circ_77923	0.423156489	1.26E-07	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
NFE2L2	circ_77923	0.334741277	4.12E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
ITPR1	circ_77923	0.322487561	8.08E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
ATG4A	circ_77923	-0.328247888	5.91E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
CTSB	circ_77923	0.359105462	9.87E-06	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
DLC1	circ_77923	0.370637714	4.81E-06	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
BNIP3L	circ_77923	0.312100254	0.00014002	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
ITGB1	circ_77923	0.411550006	2.98E-07	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
PTEN	circ_77923	0.447333501	1.90E-08	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
HSPB8	circ_77923	0.737083795	6.16E-26	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
FOXO1	circ_77923	0.466536182	3.78E-09	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
SERPINA1	circ_77923	0.388161691	1.53E-06	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
CX3CL1	circ_77923	0.408690293	3.67E-07	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
MAP1LC3B	circ_77923	0.343605208	2.48E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
ITGA3	circ_77923	0.316499526	0.000111214	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
P4HB	circ_77923	-0.33680869	3.66E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
TP53INP2	circ_77923	0.326977639	6.33E-05	BNC2	chr9:16727794-16738483	2.215554753	-1.583070235	9.45E-05	Down	hsa_circ_0008732
TP63	circ_44938	0.324585624	7.21E-05	UBAP2	chr9:33953282-33963789	4.034780377	-1.185590945	0.012526691	Down	hsa_circ_0001847
DIRAS3	circ_17960	0.309786341	0.000157827	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
SH3GLB1	circ_17960	0.306990752	0.000182149	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
TP63	circ_17960	0.308166075	0.000171527	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
CTSB	circ_17960	0.305407126	0.000197431	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
CASP1	circ_17960	0.303088525	0.000221965	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
FOXO1	circ_17960	0.31577918	0.000115517	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
MAP1LC3B	circ_17960	0.333806096	4.34E-05	CDC14B	chr9:99284787-99327765	0.861716364	-2.59759694	0.00050665	Down	hsa_circ_0087641
VAMP3	circ_123434	0.310303143	0.000153676	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
DIRAS3	circ_123434	0.448927127	1.67E-08	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
SH3GLB1	circ_123434	0.33713429	3.60E-05	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
CFLAR	circ_123434	0.33765219	3.49E-05	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
TP63	circ_123434	0.401678379	6.04E-07	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
CTSB	circ_123434	0.462006828	5.58E-09	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
DLC1	circ_123434	0.36655388	6.22E-06	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
BNIP3L	circ_123434	0.319616314	9.43E-05	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
PRKCQ	circ_123434	0.376699221	3.26E-06	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
CASP1	circ_123434	0.455461809	9.70E-09	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
GABARAPL1	circ_123434	0.385721222	1.80E-06	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
HSPB8	circ_123434	0.447157016	1.93E-08	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
FOXO1	circ_123434	0.384954707	1.90E-06	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
CX3CL1	circ_123434	0.430540125	7.19E-08	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
ITGA3	circ_123434	0.336709633	3.68E-05	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
ITGB4	circ_123434	0.38069562	2.51E-06	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
BCL2	circ_123434	0.348757957	1.84E-05	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
APOL1	circ_123434	0.317336999	0.0001064	ZNF483	chr9:114289547-114296633	1.098719513	-2.261715711	0.000465672	Down	hsa_circ_0137709
PEX14	circ_92973	0.431815876	6.52E-08	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
PINK1	circ_92973	0.333834248	4.33E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
SESN2	circ_92973	0.351041893	1.60E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
DIRAS3	circ_92973	0.35577645	1.21E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CXCR4	circ_92973	0.311506428	0.000144402	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CFLAR	circ_92973	0.327929681	6.01E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG9A	circ_92973	0.387369734	1.61E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG16L1	circ_92973	0.303601457	0.000216305	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CAPN10	circ_92973	0.385068189	1.88E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG4B	circ_92973	0.33560529	3.92E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
MTMR14	circ_92973	0.362730628	7.90E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG7	circ_92973	0.313876913	0.000127638	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
TP63	circ_92973	0.436818542	4.41E-08	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
RAB24	circ_92973	0.300777427	0.000249213	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
SQSTM1	circ_92973	0.414896624	2.34E-07	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG5	circ_92973	0.30845554	0.000169001	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
WIPI2	circ_92973	0.332576011	4.65E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
EGFR	circ_92973	0.345156839	2.27E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
HDAC6	circ_92973	0.358778678	1.01E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CTSB	circ_92973	0.486536039	6.30E-10	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
BAG1	circ_92973	0.328007463	5.99E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CTSD	circ_92973	0.323994184	7.45E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
AMBRA1	circ_92973	0.362236414	8.14E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG2A	circ_92973	0.365629906	6.60E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CAPN1	circ_92973	0.477541421	1.43E-09	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
RELA	circ_92973	0.350541738	1.65E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
FADD	circ_92973	0.391023257	1.26E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG16L2	circ_92973	0.392948923	1.11E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
UVRAG	circ_92973	0.377603567	3.08E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CASP1	circ_92973	0.410402886	3.24E-07	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
GABARAPL1	circ_92973	0.395407317	9.35E-07	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
HSPB8	circ_92973	0.334876563	4.09E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ULK1	circ_92973	0.300661686	0.000250656	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
LAMP1	circ_92973	0.349931874	1.71E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG14	circ_92973	0.302816686	0.00022502	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
MAPK3	circ_92973	0.387967382	1.55E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
CX3CL1	circ_92973	0.452329154	1.26E-08	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
PELP1	circ_92973	0.36537226	6.70E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
GABARAP	circ_92973	0.327285826	6.23E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ITGA3	circ_92973	0.437491248	4.18E-08	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ITGB4	circ_92973	0.449862838	1.54E-08	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
RPTOR	circ_92973	0.407394067	4.03E-07	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
HGS	circ_92973	0.338836206	3.26E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
MAP1LC3A	circ_92973	0.314497916	0.000123556	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
RGS19	circ_92973	0.386953252	1.66E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
STK11	circ_92973	0.396522116	8.65E-07	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
MAP2K7	circ_92973	0.40096979	6.35E-07	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
ATG4D	circ_92973	0.360278976	9.18E-06	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
SIRT2	circ_92973	0.334575788	4.16E-05	GAPVD1	chr9:128099296-128099870	1.87262119	-1.390923509	4.36E-08	Down	hsa_circ_0003270
PEX14	circ_80919	0.351461003	1.56E-05	MTUS1	chr8:17570722-17581342	1.166155379	-1.156175872	0.030770229	Down	hsa_circ_0083443
CAPN10	circ_80919	0.324659069	7.19E-05	MTUS1	chr8:17570722-17581342	1.166155379	-1.156175872	0.030770229	Down	hsa_circ_0083443
ATG4B	circ_80919	0.342313897	2.67E-05	MTUS1	chr8:17570722-17581342	1.166155379	-1.156175872	0.030770229	Down	hsa_circ_0083443
MTMR14	circ_80919	0.347470446	1.98E-05	MTUS1	chr8:17570722-17581342	1.166155379	-1.156175872	0.030770229	Down	hsa_circ_0083443
